Id,SalePrice
1552,126142.3465836374
1553,138514.80607054094
1554,112030.73825508318
1555,193353.4142401504
1556,116514.47188479
1557,130571.22244250936
1558,94127.0902164204
1559,120016.63972478193
1560,148509.50670622857
1561,141664.7379827514
1562,128738.83887672934
1563,122991.11688471994
1564,156116.5278819327
1565,151818.8797581243
1566,223877.29731918577
1567,84321.43237926382
1568,220038.2095954357
1569,137839.3082634296
1570,116739.34143004497
1571,128523.15808437714
1572,139320.20543400428
1573,233954.1733442129
1574,100119.8534603422
1575,202733.84012988012
1576,205082.03478608743
1577,202694.4078968264
1578,155160.96219260702
1579,142762.06115701367
1580,192139.98257154663
1581,139280.89845771797
1582,131181.72637469077
1583,324843.8882472798
1584,236078.3521031385
1585,139960.00885096472
1586,67796.49988665424
1587,96711.079740552
1588,139525.01440415904
1589,95948.07370474782
1590,125403.94052133257
1591,103053.20798562176
1592,131336.27031508603
1593,119882.695325798
1594,140200.49267586885
1595,122541.29069063434
1596,238197.1299912141
1597,167685.7875404448
1598,188554.05061598367
1599,194235.75815818887
1600,190350.326128064
1601,68885.02618907721
1602,101308.28327481858
1603,85858.29319468875
1604,265470.6197356844
1605,249800.88252353348
1606,166056.7768260549
1607,144067.61980767216
1608,216389.807076472
1609,199963.3813319878
1610,164282.19326159457
1611,145381.08313501344
1612,153700.46154993778
1613,151190.30663103424
1614,118317.3170703887
1615,86489.99775075707
1616,80158.55759346765
1617,87212.71635766227
1618,129106.61571840748
1619,133309.85266804148
1620,147590.81091955228
1621,146203.66238621587
1622,151709.6063040483
1623,281290.9881367616
1624,187506.68940540784
1625,129072.43496189531
1626,169956.69842419415
1627,190726.41667799585
1628,273182.7451243487
1629,176416.87599378484
1630,324555.27949187206
1631,217988.8655930972
1632,251781.64225173043
1633,172734.19483572332
1634,180062.96136281965
1635,178245.55792411388
1636,160306.86273607562
1637,185990.55509414815
1638,212960.63518898457
1639,185642.3330291684
1640,250009.26506041613
1641,198811.47488844144
1642,224268.4572729428
1643,225378.19803019965
1644,221924.6398889449
1645,189571.22360198852
1646,159755.6363672735
1647,161317.51305009093
1648,146044.96155053962
1649,137738.6312584622
1650,126281.30800379664
1651,125247.80760684394
1652,92445.0008567781
1653,95516.90693374778
1654,155658.3040686444
1655,160612.63013499617
1656,150314.22102056496
1657,152036.90132039398
1658,155687.28439353904
1659,154266.8611044395
1660,148233.33085471325
1661,445612.98204914026
1662,380104.7242374723
1663,370289.9941406655
1664,466497.8062837361
1665,315061.44257947773
1666,317715.25794513564
1667,343967.7029203134
1668,328843.6562262982
1669,304008.7094153315
1670,333874.1975356892
1671,271554.4382800187
1672,482842.6630233656
1673,303779.8232568133
1674,256633.45848585595
1675,182981.46597609064
1676,186907.14644653027
1677,214471.689667902
1678,474573.62032721535
1679,381003.55930627673
1680,308107.1653056976
1681,245707.7282432991
1682,293613.8836721834
1683,192129.5319378864
1684,171053.66720770672
1685,173444.45078830494
1686,168345.82110302115
1687,169261.15752661985
1688,189141.18256030863
1689,188839.06335150785
1690,183618.05295607648
1691,176029.99670064938
1692,252755.38935800485
1693,173304.55111286454
1694,184772.62749964208
1695,169386.31384880128
1696,259473.6201015
1697,171735.56903148495
1698,348864.7751899622
1699,318604.355711361
1700,244976.3054845741
1701,262606.32334560686
1702,254538.05212372143
1703,249559.3593803916
1704,289641.93491128064
1705,229581.04125307692
1706,399521.29954836087
1707,209862.9276603689
1708,208569.51431542964
1709,276687.064189774
1710,221463.8546202026
1711,255766.77868303235
1712,254503.4467088717
1713,261135.31198725465
1714,224578.79889685303
1715,201092.96305336975
1716,168816.36083616986
1717,163305.81880071433
1718,137484.81309494164
1719,203765.39621867912
1720,247066.4802581492
1721,164072.79414866856
1722,128127.78823400316
1723,155235.4741841155
1724,203054.0942556214
1725,228719.08510550612
1726,179908.4222586682
1727,167094.20327217286
1728,186810.02927676117
1729,162148.083036939
1730,153741.88248235625
1731,124763.38590503362
1732,130328.86042366264
1733,118041.84780725796
1734,127632.0837894862
1735,133540.75274053647
1736,116123.45150089836
1737,332991.01991980383
1738,218817.63224226984
1739,262221.3290122069
1740,189466.236055188
1741,175501.16866220412
1742,173847.34767758302
1743,174189.85065613175
1744,291257.80517737404
1745,235738.73662162668
1746,242360.338941102
1747,217081.23430249293
1748,205258.06345887377
1749,160898.06728690802
1750,153381.22276734252
1751,229419.7641131855
1752,123688.12544934767
1753,140246.1461785311
1754,213771.94192865636
1755,164865.96794247886
1756,126694.53860892385
1757,120650.26907599567
1758,148516.59397415674
1759,161543.74092886972
1760,160180.47811940702
1761,153564.1320328899
1762,170115.8113997253
1763,159653.97345427453
1764,123227.53531524772
1765,161771.03431276715
1766,166688.83158104317
1767,178292.41926598156
1768,140415.4901151972
1769,166193.04250000714
1770,138175.22845179745
1771,137134.21701078117
1772,139296.7717040319
1773,136996.64388384196
1774,132713.57124103105
1775,133860.6862197159
1776,126573.3164134306
1777,119510.32606459604
1778,131348.76783225944
1779,127567.34029891215
1780,178501.47999152527
1781,136787.29328896108
1782,93676.83061733416
1783,127961.55020824184
1784,93561.51135346056
1785,112948.40703137846
1786,141043.31980895065
1787,159511.87897915195
1788,59237.947744664256
1789,90500.81517347366
1790,75488.40562974337
1791,159328.98794674024
1792,152987.2806854039
1793,136599.48341907875
1794,140559.57342930514
1795,139197.0923501236
1796,128405.1266681234
1797,114194.48427137829
1798,123425.53355422706
1799,117242.78066289348
1800,131467.87728965413
1801,134074.9201629713
1802,142175.3739159515
1803,142793.6819231724
1804,141657.98024080906
1805,134469.24836429866
1806,116910.30941470694
1807,131928.9268286184
1808,124491.51555277
1809,120319.42102220404
1810,134194.817474408
1811,109037.8298041549
1812,112858.6842931767
1813,120387.17609368324
1814,97607.8439386048
1815,57639.29259214537
1816,96199.19286109156
1817,109714.96425856429
1818,132020.09148257255
1819,115101.33831071004
1820,75042.24311332345
1821,119411.06099570994
1822,137807.55358279686
1823,59768.25507896834
1824,133272.79155934407
1825,135930.26935384003
1826,103435.51376924262
1827,111044.94663498316
1828,132902.851090572
1829,107370.41021617496
1830,131178.15350859985
1831,166109.7337309496
1832,105693.83514043655
1833,128510.68024111452
1834,125334.82083019514
1835,161273.10368235785
1836,125987.75127615155
1837,97588.9765933968
1838,128908.4450524996
1839,101441.42541055042
1840,147603.9892658545
1841,138974.6083531432
1842,85295.5802651446
1843,139208.96971904885
1844,129788.13220651029
1845,137649.6063120679
1846,148554.52844584695
1847,170167.30068026308
1848,74274.06282063431
1849,117363.03966963034
1850,119729.79630270223
1851,142929.79305985456
1852,119235.03241709486
1853,129786.26218967504
1854,176872.99090136716
1855,149743.77447779026
1856,216868.52216700467
1857,162635.57944492262
1858,144798.8370839965
1859,129298.57648802504
1860,150025.5796589099
1861,129065.85885191336
1862,262362.17643753154
1863,259415.8394148913
1864,259415.8394148913
1865,312433.6560933577
1866,318620.1033235748
1867,238432.9097198715
1868,281323.02398901683
1869,196679.65943183837
1870,245860.67300923687
1871,244170.102525786
1872,170894.91538761856
1873,223585.4952811288
1874,141273.1085929789
1875,205567.4509169292
1876,197464.76798807
1877,207719.9038180748
1878,212310.770404608
1879,132481.29162637496
1880,137880.99971247252
1881,243170.74762942988
1882,254084.56839110708
1883,198550.64516374952
1884,220278.4441641876
1885,249386.88802487229
1886,279575.6284178453
1887,202309.22274373609
1888,281162.59682842426
1889,164748.67102417778
1890,127635.39545531414
1891,135512.5888700347
1892,107562.8860631884
1893,134177.0404671504
1894,129961.8614642909
1895,143220.24102441568
1896,120869.01046537702
1897,127274.94131543075
1898,120654.74822205173
1899,142862.82193194196
1900,156587.46660371943
1901,173038.76135744274
1902,151074.23587631845
1903,229525.7167950735
1904,141943.7450981355
1905,182772.60998464443
1906,164715.89079497952
1907,213728.2271324962
1908,118100.22834336868
1909,140116.57612864615
1910,133036.9089526769
1911,189559.22667153704
1912,266815.3836091208
1913,135175.53464296862
1914,62280.0668953425
1915,295162.46767397545
1916,72591.75469319207
1917,253729.42931174257
1918,136923.25108462104
1919,160428.82447902023
1920,145836.29861807873
1921,374868.5751077839
1922,313909.0239289794
1923,199426.7036694809
1924,228970.874879901
1925,232782.33382796464
1926,362470.7951974632
1927,137456.31177730937
1928,156301.22474911908
1929,120917.1925133603
1930,128760.69623654998
1931,137377.55369934154
1932,142276.8424692143
1933,166719.13796147957
1934,186806.8060557817
1935,174757.4310149997
1936,189822.07205476653
1937,179450.9090753306
1938,166721.15590513303
1939,244518.00886303655
1940,199012.94650120745
1941,177375.81039169515
1942,193967.05823243217
1943,197186.6304374655
1944,306258.66198295564
1945,360279.922666474
1946,169499.93299842713
1947,308476.53198420355
1948,177961.12764429834
1949,246755.55502533968
1950,181542.578483735
1951,260405.5247187942
1952,238260.1081240005
1953,166053.55352408357
1954,204678.7373967448
1955,149101.29226963248
1956,277722.64508173807
1957,176026.58928195693
1958,298291.6374146415
1959,137208.35408125285
1960,115664.41879992984
1961,123112.5532966838
1962,91109.53086455316
1963,96240.76088930009
1964,113053.11826864645
1965,155700.86624231553
1966,157807.93267308996
1967,287683.0658359187
1968,382493.66203094006
1969,376339.4455945063
1970,423768.4222225375
1971,410458.61365420825
1972,352634.67135042074
1973,269837.5804826765
1974,309063.60747412406
1975,466605.4666542643
1976,287562.25677000184
1977,359917.7585343744
1978,353800.2235626847
1979,337789.2898491874
1980,198998.86427386288
1981,336846.5938402458
1982,225479.22048609136
1983,217784.0880173452
1984,168353.97755582715
1985,203242.6193658111
1986,208032.2053442037
1987,181576.4798859021
1988,178196.49252498022
1989,186242.3171288063
1990,219041.29646885404
1991,218021.62305658477
1992,212060.5591413427
1993,173038.56133407593
1994,239700.6161693315
1995,184229.30219428483
1996,260387.09992418627
1997,322779.7183954553
1998,346315.50150398246
1999,251241.24616529827
2000,301330.71970586386
2001,270758.5288404463
2002,240313.5145957506
2003,251837.32410277388
2004,262363.30529668444
2005,222951.37861227064
2006,218008.36734330645
2007,246846.6436781072
2008,207871.0456971344
2009,183772.10803137583
2010,187673.21474667505
2011,138718.29060043133
2012,179900.35110390128
2013,175158.68769493242
2014,183536.0564196608
2015,193431.36863277107
2016,183304.35962688245
2017,200114.46145203477
2018,125369.7208183015
2019,135624.54201083633
2020,118722.3966811258
2021,113680.39963460749
2022,173169.07496441025
2023,147000.18971989237
2024,225748.5967924392
2025,336321.9550195672
2026,185256.43982040268
2027,156000.29451508186
2028,153037.12986793416
2029,172492.73015066827
2030,275802.46410600777
2031,229954.8508954593
2032,242319.6604692437
2033,265227.1736446015
2034,162973.09327166533
2035,207415.100676998
2036,185282.96167915728
2037,186167.9476886927
2038,290284.9055298467
2039,199562.65725525303
2040,371771.1859600683
2041,255416.81429517703
2042,209822.67620730412
2043,174603.09319846125
2044,179835.4721975445
2045,224364.52285689223
2046,145606.467796051
2047,148919.019176935
2048,133590.7061305586
2049,134602.9634509692
2050,173793.54820442575
2051,111325.62350919568
2052,137619.8317191136
2053,144915.4861485898
2054,82796.24999914973
2055,157533.01230983666
2056,140294.63136861252
2057,128987.25998884592
2058,188591.16539297544
2059,134375.2025792948
2060,161480.53327528315
2061,164339.3880785632
2062,138873.65155518244
2063,119173.81099659644
2064,140047.33474849726
2065,120486.6363935209
2066,154178.0660448317
2067,138115.87826293526
2068,132306.74421663568
2069,82397.8348243075
2070,110465.4779434164
2071,92660.7236335504
2072,132444.10959223288
2073,133684.18120558566
2074,182616.33674213223
2075,144906.6701060209
2076,120513.36923463178
2077,148717.54512813303
2078,130475.1010954356
2079,134962.3788281749
2080,118888.81020263369
2081,133616.02595866195
2082,131214.66582880245
2083,142877.8955911501
2084,111513.26114944257
2085,132847.08669329775
2086,109419.05691511286
2087,121796.63777479656
2088,109953.89515004677
2089,87110.98344807446
2090,127460.93623476064
2091,122096.00004185138
2092,130966.07609333446
2093,129964.84108428126
2094,139988.29966479764
2095,141949.25569531758
2096,86306.78044289807
2097,97877.70184829112
2098,140353.62910923015
2099,57855.039973791485
2100,105703.7304208941
2101,118602.62287753672
2102,146009.54203272992
2103,100654.81374641549
2104,128368.92994582329
2105,122279.39652650215
2106,71679.18394338925
2107,224148.34157397988
2108,113203.03716392122
2109,113938.89563609276
2110,123604.91566902163
2111,153691.10403913748
2112,135054.17251090513
2113,120375.6086650233
2114,113019.29608409626
2115,147217.63306959465
2116,108513.9597206389
2117,136902.45004486205
2118,118327.53766201316
2119,106293.57977058143
2120,110386.21469875058
2121,100487.60132894288
2122,104015.66108050638
2123,92284.34944768997
2124,186244.07696958375
2125,128045.35341521692
2126,138034.57274914905
2127,139424.14340407014
2128,121617.40325389322
2129,93343.86165651778
2130,134398.12816757962
2131,142137.26792776966
2132,109506.2117442586
2133,112420.18727466596
2134,115623.94779766626
2135,94615.92714127943
2136,80826.24301997475
2137,112656.6294333259
2138,137034.32590294955
2139,151977.87460248987
2140,136953.26116583066
2141,130578.4421117992
2142,133927.66933062862
2143,143443.1998681136
2144,124690.09670878456
2145,137108.10154132434
2146,144668.4206278698
2147,199116.104211394
2148,136146.77923448305
2149,131873.13919430604
2150,232541.7929565945
2151,145137.93191694928
2152,159378.81664301208
2153,151021.76312823224
2154,109958.26029109722
2155,120039.10205116674
2156,211746.1957453287
2157,233797.0865712
2158,228903.05942132825
2159,210125.24314195293
2160,180400.94388829533
2161,252302.7593537558
2162,396931.1123105792
2163,324820.4037928828
2164,247028.39044965652
2165,184235.38573355565
2166,145580.11457666673
2167,205412.95800709084
2168,214193.22823038828
2169,193471.34398067917
2170,216539.84586235613
2171,151856.01298596096
2172,138352.45387060178
2173,175398.9664958953
2174,238842.2646548862
2175,303570.3470380778
2176,306925.1181888918
2177,251323.1005131521
2178,216999.8439667488
2179,142224.3431048719
2180,198924.44288946877
2181,191999.52665132523
2182,225535.89367038573
2183,196265.7081634688
2184,127509.33716438728
2185,109546.44038725572
2186,138661.26756532298
2187,133202.54441772922
2188,140633.8036889305
2189,181511.5653185434
2190,83989.40964538915
2191,91720.78128213904
2192,92792.7734036252
2193,94119.16428057004
2194,101286.52625025656
2195,110470.48450685696
2196,110383.5339970457
2197,114691.83276169216
2198,154286.20308040295
2199,150193.55553575887
2200,148974.22872634802
2201,153397.13637727738
2202,184746.0245722893
2203,168966.91120904963
2204,197454.83855255484
2205,139414.14288946576
2206,129669.65679707368
2207,213071.79761454105
2208,230878.2927484349
2209,202869.70272540048
2210,123585.659289242
2211,109517.04146662292
2212,109055.75373705412
2213,102164.66207357474
2214,124914.77221746831
2215,98080.8831876086
2216,141199.67903442885
2217,64970.83194183944
2218,99020.48891422251
2219,73396.32678117674
2220,72605.07658843795
2221,297872.04110902525
2222,256036.544022126
2223,262468.0432319605
2224,218144.36924008155
2225,138746.08763850262
2226,167791.3340676906
2227,203472.91240372483
2228,270589.07092197135
2229,229479.93240593575
2230,164633.0006526327
2231,216304.6403000739
2232,180495.00415199855
2233,174964.7349037569
2234,235796.87643231225
2235,201011.54254497
2236,270948.3167223179
2237,337517.4895617767
2238,196515.506531807
2239,116577.7727026396
2240,158567.71639511595
2241,150178.51097976736
2242,130969.38359114365
2243,127802.68229286118
2244,94332.83388400477
2245,90717.43459213064
2246,147052.7082854273
2247,97101.16091790136
2248,124000.5957387891
2249,127031.33657559626
2250,134318.99076013896
2251,112743.78039290031
2252,167682.16849001125
2253,162901.99768000303
2254,179013.229526123
2255,197272.6258168853
2256,180091.1759079954
2257,197877.54238654076
2258,172372.88461820353
2259,179697.75858160513
2260,149765.12046271656
2261,190230.5057190609
2262,206169.36405294028
2263,320130.40837521333
2264,409148.7682499707
2265,170610.766162059
2266,275203.93721383595
2267,339425.6341838656
2268,362973.5279089671
2269,165155.59632628065
2270,181900.4719856016
2271,247305.96248118096
2272,205356.82213628097
2273,168778.8649361163
2274,175852.79580052875
2275,163619.6582820401
2276,170719.39532552983
2277,208362.56296403945
2278,151375.07115473348
2279,122907.84536943356
2280,118304.99977885652
2281,159795.6329179937
2282,169608.55568629218
2283,94819.88269180692
2284,111121.370110363
2285,153905.23971826513
2286,130511.92899372953
2287,335411.3715851775
2288,271294.74267544865
2289,374949.7407072195
2290,419624.1179526198
2291,306702.3236306506
2292,399559.3355682118
2293,453479.488130866
2294,390297.3882872836
2295,439157.434626629
2296,282137.2478789771
2297,299515.5404322921
2298,327974.6978960456
2299,368609.1942610394
2300,317782.21814712696
2301,276508.1190690549
2302,243767.7397470868
2303,245324.724370738
2304,254159.1186007619
2305,182128.88768591583
2306,183343.8971652688
2307,183454.17378064603
2308,222902.5978090769
2309,278780.0596990479
2310,221087.65309531137
2311,199097.82071097256
2312,172850.97444961037
2313,174151.17425194813
2314,177172.7920094144
2315,172555.86156305444
2316,188189.18977705864
2317,177680.3672292027
2318,172439.1406982254
2319,174043.08735653534
2320,174932.86824497493
2321,239345.31242395664
2322,167602.79660422145
2323,182022.769081324
2324,169511.68864808307
2325,218792.95621199167
2326,167916.14287114743
2327,212353.91816921835
2328,219154.6665803782
2329,185099.6071441261
2330,178392.36549609914
2331,348647.2299687756
2332,416764.86395064567
2333,311040.9781701403
2334,267234.0390468984
2335,257587.04634135752
2336,335994.13282451814
2337,205060.52406539564
2338,283413.2329427701
2339,230746.57469089664
2340,349003.35792302963
2341,222316.38312170323
2342,238628.87811290572
2343,225743.10145658796
2344,244542.50134451056
2345,240767.84764831624
2346,213839.84973711183
2347,199586.42210230173
2348,227095.6045786906
2349,164297.13218575722
2350,267110.01586532424
2351,251040.52044306384
2352,240886.5401418223
2353,204610.62688359144
2354,126300.20994717097
2355,159521.44018565578
2356,150749.33265556712
2357,196132.70603197676
2358,186720.70473861345
2359,140353.8254138719
2360,122155.17872216814
2361,137903.4380579068
2362,258241.4168671753
2363,140388.52275685853
2364,151102.76052531664
2365,209318.07227789125
2366,193400.10511377075
2367,228135.5658480931
2368,205668.7792258917
2369,226299.0776684798
2370,171554.48519721546
2371,170743.53753736254
2372,172132.84239367218
2373,256274.20804741085
2374,281969.38768129464
2375,242882.9131168114
2376,264355.7106226047
2377,305615.51425394986
2378,148049.33666710317
2379,221130.59515964155
2380,145648.86685650164
2381,167281.00101971306
2382,181166.8381271744
2383,214187.0055545785
2384,235002.62664093715
2385,152211.82373339022
2386,139324.19717339144
2387,137343.22297172583
2388,110636.96487373867
2389,127483.86558722286
2390,145187.54537766933
2391,132192.29642967487
2392,114355.77932321683
2393,161812.10841610972
2394,139888.29666963182
2395,182859.4123866863
2396,145402.89103533892
2397,180345.54632839136
2398,124964.61956271144
2399,60190.567822296114
2400,57972.40066960655
2401,113683.51326282223
2402,139308.8251944079
2403,132347.25197761905
2404,153368.1912662773
2405,157559.64978897682
2406,136040.2385058768
2407,127823.0805759908
2408,134527.02100722052
2409,134636.80704740973
2410,160225.4450669871
2411,125723.77646497665
2412,155380.7375133599
2413,140415.29881530724
2414,139293.92605472295
2415,130654.17754128484
2416,123315.05265301927
2417,129250.73464411571
2418,128068.54399444576
2419,132666.4788936011
2420,129305.76922782251
2421,147856.74647816794
2422,108429.38734657632
2423,128818.84863911149
2424,149386.16223554552
2425,148008.29507620248
2426,120614.3295573979
2427,131024.41408351978
2428,173098.3786942522
2429,113767.68204131733
2430,131836.86125530102
2431,121506.65477327946
2432,134672.869519487
2433,144181.91847476587
2434,145413.6760438008
2435,151046.46150045225
2436,111772.32578239372
2437,112054.7893256581
2438,124849.93323904212
2439,110939.48601803252
2440,119012.77458254628
2441,101913.98178819154
2442,104406.44486792068
2443,113597.87091240595
2444,122603.18743845142
2445,94163.2646904644
2446,132252.63847889347
2447,194989.540243658
2448,134808.46264436268
2449,110291.85842504723
2450,137516.1795874295
2451,124237.24087950296
2452,202206.1435141125
2453,95006.74364845092
2454,130619.39163737356
2455,102187.62908600896
2456,134393.6244643962
2457,119476.12940935353
2458,110611.518039133
2459,109751.85301218096
2460,131155.49681367425
2461,120119.19716501176
2462,135325.26057044862
2463,118849.16929012278
2464,143173.30226695814
2465,134934.3004097655
2466,114891.7786727446
2467,161121.36281695415
2468,90046.03525834104
2469,88098.57406951983
2470,164967.2975853234
2471,195924.6395977437
2472,156335.81936155088
2473,117572.6098713236
2474,93892.09454583377
2475,212141.44522159023
2476,128113.6352810589
2477,130960.80769498298
2478,157804.17544982798
2479,117615.21707042475
2480,134698.6373339044
2481,120042.658511644
2482,133447.6957450643
2483,118076.84145353202
2484,125499.56057630842
2485,125966.49741444914
2486,152937.46495574413
2487,172990.76188545092
2488,158999.91999573182
2489,152039.99605054062
2490,149968.28609899158
2491,96283.6275559998
2492,184405.1453897766
2493,136948.42869097186
2494,158725.07868925907
2495,103284.91048815698
2496,208221.3919776163
2497,147063.21838651583
2498,119239.79896285698
2499,89953.47913251931
2500,123469.6318127232
2501,128740.7339931697
2502,141424.51785057344
2503,104558.07913967466
2504,169536.32495392804
2505,214377.91564205155
2506,251833.4896056528
2507,286292.11353289126
2508,251704.59418263723
2509,220236.26070768957
2510,228045.1846756216
2511,186915.0429631149
2512,214985.58927081287
2513,215714.7650822374
2514,228762.26197204745
2515,149991.88226876134
2516,167171.03552252927
2517,133153.73946927564
2518,143964.9960957039
2519,225933.1624102867
2520,206538.6920113525
2521,195066.3417793784
2522,219881.0541102745
2523,131365.79374057127
2524,137093.62164976556
2525,144217.75410230318
2526,140407.4830594507
2527,115934.6785614496
2528,126100.32504106656
2529,134164.67594489097
2530,120659.8020999332
2531,249918.294649034
2532,229399.4301298991
2533,199619.2575181033
2534,241221.33427901455
2535,285434.7716734443
2536,227488.05307345133
2537,216033.7008181622
2538,189632.91188434447
2539,189236.7171818001
2540,172711.98031972308
2541,184026.1632758568
2542,166749.46424142516
2543,119572.66256010473
2544,120424.11370258436
2545,132823.8280677368
2546,135063.5827246464
2547,120997.68338240708
2548,141754.07310720964
2549,139401.23925680516
2550,318558.48660195456
2551,136299.3386396003
2552,115958.52074982724
2553,86485.83763106604
2554,107725.98495846528
2555,98348.38550933509
2556,100777.22042958908
2557,110906.54116420708
2558,152434.87864649692
2559,154009.45406731038
2560,150101.00736548085
2561,151338.64746727326
2562,154708.7900628404
2563,164073.5051605834
2564,168445.21326889028
2565,138997.9037614659
2566,166394.56357216477
2567,149407.2475096931
2568,187076.5769687184
2569,187537.29929893475
2570,122985.1639632451
2571,174438.40720032368
2572,178802.25796434504
2573,238174.25485894227
2574,269581.47959324525
2575,121596.37537282282
2576,126429.1259234064
2577,138728.9610401508
2578,96565.05103288312
2579,70870.93238635399
2580,122590.4212867354
2581,120731.6702095492
2582,108093.24112076436
2583,270797.9058396058
2584,159716.4151141775
2585,172814.3567866959
2586,198887.5574559421
2587,198954.8705193581
2588,158869.5212819983
2589,143481.1406523127
2590,233268.68943658308
2591,199996.0059647005
2592,230653.94158898297
2593,254956.4695330589
2594,182542.7260140846
2595,200398.24651233092
2596,326380.0401044012
2597,183946.11453931907
2598,265645.59505924
2599,310269.28147912817
2600,148090.5525967159
2601,130275.89539860313
2602,85353.79081083491
2603,89782.721294386
2604,86005.31887854358
2605,84069.62136732558
2606,144833.21496147115
2607,168876.11561286368
2608,181070.90726714308
2609,162769.5442900014
2610,113956.18252104256
2611,150083.71144559706
2612,155784.2349820283
2613,128857.2193477788
2614,123258.68770227868
2615,149629.52278594824
2616,137016.7276151222
2617,158061.61923717
2618,161283.2867172505
2619,221058.08037803217
2620,187220.42779570151
2621,183059.46332568483
2622,187606.8455396765
2623,243056.12986468643
2624,264631.5413215894
2625,317279.0229155806
2626,164366.47638141282
2627,181026.14843168572
2628,417901.4012207026
2629,487361.9615828448
2630,337626.2820999435
2631,439976.9355708697
2632,393267.16589823866
2633,300106.91817166173
2634,376168.9593712759
2635,152292.09809303956
2636,195286.46526549527
2637,163765.08588902547
2638,256906.9706724386
2639,187384.9766536125
2640,152570.1750983201
2641,107442.02788706282
2642,170270.43603469836
2643,96566.42274903784
2644,126415.7645610566
2645,95232.02895354692
2646,91536.1717408852
2647,94952.6822498094
2648,139684.02476874305
2649,144547.9398498542
2650,156325.42662905686
2651,152042.56455463264
2652,428066.9896132968
2653,261861.13265328496
2654,252548.81638730917
2655,349198.5674208848
2656,320704.08871815854
2657,320599.71476838354
2658,275792.0059191334
2659,296960.4030125689
2660,316281.6631951044
2661,323615.766299139
2662,332023.26072406844
2663,282113.8593686505
2664,274644.3675810011
2665,321667.81939386023
2666,276314.64177115983
2667,169293.094900425
2668,179348.81615307357
2669,173554.9813995801
2670,274290.0989520494
2671,180835.19091699968
2672,180871.7888130324
2673,204268.7020687926
2674,205416.1052932904
2675,167869.5313221945
2676,186200.99504122196
2677,206422.08621599
2678,251037.5967491601
2679,286115.550651798
2680,273795.1195691518
2681,416813.5680298473
2682,338996.7263181739
2683,488939.79468932375
2684,308836.4174987008
2685,353441.4131525694
2686,255987.7625224612
2687,296734.0677588829
2688,232318.84278251583
2689,205898.90378658377
2690,420055.5473188864
2691,189509.1031504953
2692,129390.76953220356
2693,190080.0875030914
2694,127450.98837170316
2695,189661.54413683803
2696,185423.9139636872
2697,182155.2411256637
2698,191674.04372481984
2699,179332.84677425638
2700,163022.27548242637
2701,156662.72769293663
2702,115172.71296446252
2703,142004.77591945918
2704,140571.93721814276
2705,128080.43154148036
2706,118681.91743008672
2707,123790.11543978448
2708,135881.11783497466
2709,110098.73409537834
2710,126679.39868074942
2711,276124.4833008318
2712,371140.3312181877
2713,178847.59758447253
2714,149534.5887029914
2715,172128.12995880193
2716,172497.21385324042
2717,187604.7000963096
2718,228706.29239296183
2719,161577.3029342782
2720,168999.47523474743
2721,143516.67814676496
2722,159132.75889520205
2723,144737.64342567188
2724,131465.98720414282
2725,134293.15612578962
2726,149092.42517159283
2727,158747.84856380514
2728,159703.49771146546
2729,154719.9750133415
2730,145817.15907305453
2731,121798.26544935272
2732,118403.98588172488
2733,156749.1345062101
2734,141494.15117148688
2735,135940.09734883782
2736,143804.67465630508
