,ID,Label
204,52146,0
205,50664,1
206,4781,0
207,18985,0
208,17297,0
209,3626,0
210,32212,0
211,36533,0
212,15475,0
213,4565,0
214,53365,0
215,35733,1
216,4384,1
217,21533,0
218,6911,0
219,35337,0
220,46710,0
221,22689,0
222,28133,0
223,3972,0
224,9017,0
225,45114,1
226,16536,1
227,738,0
228,743,0
229,48862,0
230,18288,0
231,52944,0
232,16327,0
233,15234,0
234,32069,0
235,2306,0
236,49747,0
237,42007,1
238,32367,0
239,17436,1
240,3511,0
241,32427,0
242,46979,0
243,33052,0
244,40216,0
245,8126,1
246,9363,1
247,10958,0
248,38977,0
249,4153,0
250,40457,1
251,18460,0
252,38291,0
253,25306,0
254,21772,0
255,14957,0
256,52954,0
257,35695,1
258,36369,0
259,43286,0
260,27430,0
261,17796,0
262,21211,0
263,18331,1
264,50399,0
265,42660,0
266,354,0
267,45070,1
268,1567,0
269,21661,0
270,33425,0
271,46871,0
272,50889,0
273,2332,0
274,2045,0
275,48605,0
276,42844,0
277,35688,1
278,19639,0
279,17271,0
280,1722,0
281,5758,0
282,19287,0
283,4414,0
284,36173,1
285,15444,0
286,20442,0
287,51604,0
288,21514,1
289,8377,0
290,22888,0
291,21441,0
292,18051,0
293,33900,0
294,21312,0
295,26816,0
296,6089,0
297,10136,1
298,28402,0
299,38863,1
300,48593,1
301,20419,0
302,40671,1
303,52040,0
304,45131,0
305,53545,0
306,12646,1
307,21245,0
308,28406,0
309,10487,1
310,18742,1
311,2782,0
312,22339,0
313,4612,0
314,44842,0
315,40532,1
316,30601,0
317,14519,0
318,40334,0
319,25253,0
320,25646,0
321,34035,0
322,26995,0
323,17645,0
324,49168,0
325,4945,0
326,28938,0
327,16991,0
328,2108,0
329,1040,1
330,43313,0
331,39097,0
332,16219,0
333,7701,0
334,44467,0
335,1563,1
336,33894,0
337,17345,1
338,32323,0
339,5480,1
340,22148,0
341,43525,0
342,5120,0
343,23538,1
344,46694,0
345,8840,0
346,50330,0
347,15292,0
348,34308,0
349,40172,0
350,1012,0
351,23611,0
352,40489,0
353,33887,0
354,18368,0
355,15515,0
356,24819,0
357,22506,0
358,34300,0
359,21649,0
360,16730,0
361,21425,0
362,51168,1
363,30083,1
364,22731,0
365,9936,0
366,14247,0
367,52522,1
368,13137,0
369,15079,0
370,42944,0
371,5433,0
372,19378,0
373,25191,0
374,36302,1
375,44705,0
376,1951,1
377,48473,1
378,26027,0
379,8777,0
380,51693,0
381,5867,0
382,49215,0
383,31958,0
384,44196,1
385,3273,0
386,44201,0
387,3747,0
388,29111,0
389,49068,0
390,43315,0
391,5367,0
392,37099,0
393,28344,1
394,39515,0
395,38321,0
396,4299,0
397,42395,0
398,37465,0
399,45768,0
400,22624,0
401,45543,0
402,43771,0
403,41520,0
404,52120,0
405,38377,0
406,26047,0
407,18013,1
408,42830,0
409,44642,1
410,23414,0
411,2914,0
412,21367,0
413,37601,1
414,40969,0
415,35767,1
416,25759,1
417,9123,0
418,30431,0
419,4891,0
420,23469,0
421,7017,0
422,10532,1
423,21929,0
424,24098,0
425,31462,1
426,35984,0
427,27685,0
428,52937,0
429,7192,0
430,20486,0
431,27238,0
432,27464,1
433,34634,0
434,35373,0
435,49591,0
436,37022,0
437,50210,0
438,17808,0
439,25113,0
440,18413,0
441,26078,0
442,41067,0
443,48304,0
444,34795,1
445,26037,0
446,41991,0
447,23331,0
448,25930,0
449,41833,0
450,5834,0
451,33436,0
452,5750,0
453,31714,0
454,51279,0
455,47160,0
456,4482,1
457,38727,0
458,11202,1
459,30822,0
460,37592,0
461,28177,0
462,3870,1
463,17792,0
464,13143,0
465,6369,0
466,49408,0
467,8852,0
468,50359,1
469,3363,0
470,25311,0
471,7372,1
472,46319,0
473,5233,0
474,45232,0
475,42443,0
476,39286,0
477,49141,0
478,12294,0
479,51379,1
480,22165,0
481,23881,0
482,40314,0
483,31962,0
484,14533,0
485,36841,0
486,30989,0
487,43156,1
488,608,0
489,46584,1
490,29413,0
491,21685,0
492,19207,0
493,47712,0
494,42592,0
495,2119,0
496,43087,0
497,10759,1
498,3459,0
499,8083,0
500,33940,0
501,7190,0
502,42742,0
503,50462,1
504,20084,0
505,4895,0
506,37783,0
507,18797,0
508,8275,0
509,28218,0
510,17163,0
511,22089,0
512,23744,0
513,31206,0
514,43290,0
515,25956,1
516,34415,1
517,4378,0
518,27723,0
519,20118,0
520,8538,0
521,30099,1
522,29823,0
523,12824,1
524,45471,0
525,1477,0
526,7630,1
527,34478,1
528,29445,0
529,15973,0
530,48675,0
531,44405,0
532,29479,0
533,31589,0
534,4607,0
535,27923,0
536,2251,0
537,23422,0
538,39143,0
539,1429,0
540,1448,0
541,10499,0
542,52590,0
543,34945,0
544,15386,0
545,3984,0
546,47165,0
547,36719,1
548,32701,0
549,36877,0
550,35973,1
551,32997,0
552,27327,0
553,48853,0
554,9381,0
555,22820,0
556,30132,0
557,42806,0
558,49196,0
559,48782,0
560,52337,1
561,6261,0
562,47724,0
563,5074,0
564,27286,0
565,26327,0
566,36263,0
567,15035,0
568,39336,0
569,3445,0
570,13330,0
571,11533,0
572,35520,0
573,44734,0
574,29412,0
575,47361,0
576,5863,0
577,28760,0
578,26250,0
579,19660,1
580,16370,0
581,47961,0
582,29689,0
583,5793,0
584,7084,0
585,41844,0
586,36183,0
587,19250,0
588,31128,0
589,402,0
590,26389,0
591,12003,0
592,1068,0
593,13167,0
594,40049,0
595,10399,0
596,24595,0
597,45614,0
598,49734,0
599,35117,0
600,19280,0
601,36155,0
602,8359,0
603,47742,0
604,36216,0
605,40378,0
606,30051,1
607,12004,0
608,4937,0
609,52144,1
610,25317,0
611,44187,1
612,1645,0
613,9782,0
614,28120,1
615,40896,0
616,6879,0
617,25715,0
618,43526,0
619,37751,0
620,21072,1
621,45586,0
622,5005,0
623,7598,1
624,51137,1
625,50268,0
626,49797,0
627,22059,0
628,10755,0
629,28779,0
630,6671,0
631,14218,0
632,17596,0
633,52824,1
634,52070,0
635,22005,0
636,52317,0
637,39725,0
638,29928,0
639,12470,0
640,2524,0
641,2023,1
642,51276,0
643,11417,0
644,7575,0
645,3759,0
646,17918,0
647,17262,0
648,28388,0
649,34466,1
650,18324,1
651,23987,0
652,9161,0
653,6004,1
654,1805,0
655,17658,0
656,12116,0
657,35599,0
658,50533,0
659,15062,1
660,41978,1
661,14180,0
662,24406,0
663,849,0
664,23232,0
665,9648,1
666,50554,0
667,53589,0
668,33933,0
669,48046,0
670,6263,1
671,14284,0
672,843,0
673,32415,0
674,25580,0
675,19599,0
676,8120,0
677,52008,0
678,1222,0
679,8282,0
680,26476,0
681,38949,0
682,34517,0
683,28359,0
684,6194,1
685,37932,0
686,19730,0
687,25793,0
688,26869,0
689,22414,0
690,20736,0
691,4310,0
692,764,0
693,7038,0
694,1369,0
695,42133,1
696,46621,1
697,2211,0
698,28042,0
699,22264,0
700,24898,0
701,27466,0
702,30933,0
703,18233,0
704,9042,0
705,24321,0
706,42216,0
707,20302,0
708,43607,0
709,12918,0
710,21706,1
711,52445,1
712,28969,0
713,32363,0
714,48037,1
715,1275,0
716,11685,0
717,43569,1
718,51484,1
719,43358,0
720,49595,1
721,48381,0
722,47097,0
723,46959,0
724,28738,0
725,36132,0
726,23,0
727,21170,1
728,18932,1
729,38465,0
730,26891,0
731,33315,0
732,42688,0
733,50343,0
734,42618,0
735,19213,0
736,42752,0
737,19003,0
738,48051,1
739,14354,0
740,4681,0
741,42611,0
742,314,0
743,18636,0
744,46202,1
745,9965,0
746,13309,0
747,5242,0
748,19623,0
749,45200,0
750,980,0
751,29123,0
752,44768,0
753,48521,0
754,27005,1
755,13204,1
756,26950,0
757,47777,0
758,43321,0
759,43807,1
760,39795,1
761,53202,0
762,9250,1
763,48511,0
764,1006,0
765,31199,0
766,43175,0
767,13087,0
768,51932,0
769,1,0
770,28095,1
771,31510,0
772,48105,1
773,42447,0
774,21808,0
775,44347,0
776,13665,0
777,50585,0
778,30701,0
779,25406,0
780,3823,0
781,43662,1
782,23213,0
783,30055,0
784,18242,1
785,28368,0
786,31976,0
787,44549,0
788,1639,0
789,912,0
790,43444,0
791,50337,0
792,42287,0
793,13774,0
794,36976,0
795,16291,0
796,51630,0
797,9592,0
798,43280,1
799,28324,0
800,6542,0
801,4397,0
802,25952,0
803,22732,0
804,16142,0
805,18450,0
806,40297,0
807,45481,0
808,32831,0
809,494,0
810,39797,0
811,38386,0
812,44837,0
813,38420,0
814,3665,0
815,9321,0
816,52419,0
817,1809,0
818,7918,0
819,7141,0
820,2657,0
821,49871,0
822,7671,0
823,8263,0
824,8452,0
825,4022,0
826,18702,0
827,39415,0
828,52946,0
829,50883,1
830,50992,0
831,43541,0
832,18429,0
833,17208,0
834,26681,0
835,6246,0
836,1451,1
837,21258,1
838,44910,0
839,12531,0
840,2612,0
841,48036,1
842,31638,0
843,31554,0
844,4076,0
845,44118,1
846,47727,0
847,16550,1
848,8303,0
849,38071,0
850,1765,0
851,35150,0
852,50048,1
853,40607,1
854,48577,0
855,8380,0
856,5061,0
857,43086,0
858,48390,0
859,46497,0
860,7250,0
861,26484,0
862,11633,0
863,46150,0
864,28460,0
865,3150,0
866,30759,1
867,1696,0
868,10512,0
869,4915,0
870,12647,1
871,12840,0
872,8999,0
873,22025,1
874,1196,0
875,28211,0
876,5200,1
877,6179,0
878,47486,0
879,10471,0
880,15909,0
881,36846,0
882,26634,0
883,21694,1
884,30635,1
885,41737,0
886,32955,1
887,51546,0
888,23408,0
889,42556,1
890,4793,0
891,44395,0
892,51571,0
893,47525,0
894,34601,0
895,51896,1
896,30967,1
897,21814,0
898,36177,0
899,27078,0
900,46475,0
901,20866,1
902,42572,0
903,25475,0
904,30261,0
905,32612,0
906,14948,1
907,1396,0
908,22200,0
909,12595,1
910,35457,0
911,27495,0
912,18478,1
913,10430,0
914,30112,0
915,24928,0
916,41236,0
917,3899,0
918,42180,1
919,10811,1
920,11600,0
921,43072,0
922,17952,0
923,51872,0
924,39071,0
925,44285,0
926,9801,0
927,25144,0
928,39019,0
929,31853,0
930,47462,0
931,13511,0
932,2145,0
933,44241,0
934,15135,0
935,12230,0
936,11061,0
937,50286,1
938,16882,0
939,4807,0
940,4599,0
941,269,0
942,23495,0
943,16241,0
944,12012,0
945,23900,1
946,1793,0
947,35963,0
948,6797,0
949,36013,0
950,32562,0
951,40528,0
952,11270,0
953,36251,0
954,45799,0
955,6904,0
956,7264,0
957,40784,1
958,10418,0
959,30231,0
960,22920,0
961,34647,0
962,32405,1
963,45679,0
964,47896,0
965,28955,0
966,31132,0
967,20459,0
968,32598,1
969,17420,0
970,9931,1
971,28454,0
972,33472,0
973,9328,0
974,39383,0
975,17326,0
976,39168,0
977,47556,0
978,25794,0
979,31118,0
980,25244,0
981,4094,0
982,28485,0
983,35469,0
984,40593,0
985,18296,1
986,44433,0
987,35954,0
988,39308,0
989,29796,0
990,34527,0
991,20543,0
992,18667,0
993,50471,0
994,48093,0
995,525,1
996,35655,1
997,33717,0
998,44149,0
999,19181,1
1000,7333,0
1001,9096,0
1002,50584,0
1003,37836,0
1004,34063,0
1005,51527,0
1006,35806,0
1007,5862,0
1008,47892,0
1009,9240,0
1010,27056,0
1011,31450,1
1012,21612,0
1013,22246,0
1014,41232,0
1015,36479,0
1016,20321,0
1017,53158,0
1018,38287,0
1019,316,0
1020,51390,0
1021,28423,1
1022,42914,0
1023,1635,0
1024,24256,0
1025,29608,1
1026,42815,0
1027,17236,0
1028,32485,0
1029,39948,1
1030,6603,1
1031,7521,0
1032,50279,0
1033,6850,0
1034,14040,0
1035,24209,1
1036,22159,0
1037,7941,0
1038,521,0
1039,38988,1
1040,36214,0
1041,22739,0
1042,40785,1
1043,7417,1
1044,44377,0
1045,19072,0
1046,17691,0
1047,39327,0
1048,12587,1
1049,28847,0
1050,48603,0
1051,46949,0
1052,50353,0
1053,23343,1
1054,2080,0
1055,49728,1
1056,1608,0
1057,52043,0
1058,29283,0
1059,27963,0
1060,49742,1
1061,36399,0
1062,36929,0
1063,9055,1
1064,38106,0
1065,20601,0
1066,21146,0
1067,19142,0
1068,22802,0
1069,24499,0
1070,43645,1
1071,34893,0
1072,14747,0
1073,50578,0
1074,52132,0
1075,18888,0
1076,29509,0
1077,3649,0
1078,48781,0
1079,23769,0
1080,21251,0
1081,26494,0
1082,16921,0
1083,8391,0
1084,39213,0
1085,18068,0
1086,43047,0
1087,24236,1
1088,19241,0
1089,45183,0
1090,53079,0
1091,1995,0
1092,18397,0
1093,21281,0
1094,40735,0
1095,33827,0
1096,2352,1
1097,32106,0
1098,35794,1
1099,52395,0
1100,11490,0
1101,50674,0
1102,29963,0
1103,24661,0
1104,43234,0
1105,9180,0
1106,38090,0
1107,50119,0
1108,23746,0
1109,1649,0
1110,9874,0
1111,35941,1
1112,30941,0
1113,17332,0
1114,53126,0
1115,28034,0
1116,26352,0
1117,19778,0
1118,31734,1
1119,47967,0
1120,40832,0
1121,585,0
1122,20558,0
1123,28813,0
1124,53176,0
1125,7342,1
1126,13227,0
1127,2229,0
1128,9134,0
1129,2063,0
1130,17103,1
1131,40613,1
1132,37970,1
1133,38048,0
1134,31115,0
1135,1591,0
1136,43051,0
1137,44661,0
1138,2701,0
1139,48,1
1140,53167,0
1141,47151,1
1142,42137,0
1143,9757,1
1144,23513,0
1145,36733,0
1146,48783,0
1147,27944,0
1148,39497,0
1149,32217,0
1150,48493,0
1151,30185,0
1152,45719,0
1153,46018,0
1154,49290,1
1155,39589,0
1156,40901,0
1157,14151,0
1158,4035,0
1159,25570,0
1160,3509,0
1161,22069,0
1162,4380,0
1163,48786,0
1164,13465,0
1165,36229,0
1166,49427,0
1167,42623,0
1168,49509,0
1169,21166,0
1170,52023,0
1171,31814,0
1172,14956,0
1173,17734,0
1174,29659,0
1175,45098,1
1176,38812,0
1177,21731,1
1178,6947,0
1179,37478,0
1180,27810,1
1181,21906,0
1182,33654,0
1183,29161,0
1184,33890,0
1185,43339,0
1186,16850,1
1187,21176,0
1188,22861,0
1189,45099,0
1190,28025,0
1191,9677,1
1192,16418,1
1193,47629,0
1194,25962,1
1195,19461,1
1196,34007,0
1197,8173,1
1198,42300,1
1199,33261,1
1200,48689,1
1201,26954,0
1202,37499,0
1203,43038,0
1204,49078,0
1205,15478,0
1206,4984,0
1207,13889,0
1208,6926,0
1209,35197,0
1210,30791,1
1211,47688,0
1212,445,0
1213,15406,0
1214,6894,0
1215,45125,0
1216,4912,0
1217,27132,0
1218,15920,1
1219,31526,0
1220,33721,1
1221,22171,0
1222,28642,1
1223,39636,1
1224,15804,0
1225,1018,0
1226,23122,0
1227,3133,0
1228,43054,0
1229,38040,0
1230,5459,1
1231,42481,0
1232,48516,0
1233,13556,0
1234,50305,1
1235,1024,0
1236,51573,0
1237,43334,0
1238,50596,0
1239,25681,0
1240,24944,0
1241,45518,0
1242,51069,0
1243,16473,0
1244,5854,0
1245,38214,0
1246,33693,0
1247,30940,1
1248,7249,0
1249,22751,0
1250,4470,0
1251,20919,0
1252,13535,0
1253,31995,1
1254,10983,0
1255,25447,0
1256,6401,0
1257,35374,0
1258,6916,0
1259,50470,0
1260,23360,0
1261,45219,0
1262,27259,0
1263,1962,0
1264,47230,1
1265,19511,0
1266,21296,1
1267,42010,1
1268,2434,0
1269,14993,0
1270,42000,0
1271,23761,0
1272,36761,0
1273,17802,0
1274,28717,0
1275,690,0
1276,41323,0
1277,17333,0
1278,16224,0
1279,19963,0
1280,30874,1
1281,39677,0
1282,10281,1
1283,30745,0
1284,26916,1
1285,41071,0
1286,33380,0
1287,37114,0
1288,9923,0
1289,37444,0
1290,52172,0
1291,31152,0
1292,8291,0
1293,14902,0
1294,35428,0
1295,17102,0
1296,52292,0
1297,42826,0
1298,46923,0
1299,31994,0
1300,5118,0
1301,11795,0
1302,5015,0
1303,31058,0
1304,36403,1
1305,15236,0
1306,24346,1
1307,33291,0
1308,12445,0
1309,36309,0
1310,18657,0
1311,36589,0
1312,23772,0
1313,31972,0
1314,45044,0
1315,41107,0
1316,4554,0
1317,37711,0
1318,5362,0
1319,44016,0
1320,25357,0
1321,26713,0
1322,7039,0
1323,45116,0
1324,1183,0
1325,18399,0
1326,44134,0
1327,409,0
1328,40415,0
1329,44628,0
1330,11659,0
1331,6394,0
1332,35831,0
1333,37620,1
1334,46861,1
1335,49548,0
1336,30323,0
1337,27298,0
1338,38376,0
1339,24240,0
1340,14098,0
1341,1570,0
1342,34108,0
1343,17750,0
1344,24183,0
1345,31350,0
1346,47698,0
1347,52738,0
1348,42408,0
1349,15211,0
1350,37622,0
1351,47569,0
1352,1300,1
1353,29813,0
1354,30017,0
1355,41565,0
1356,6629,0
1357,29694,1
1358,28788,0
1359,26260,1
1360,35077,1
1361,5360,1
1362,43114,0
1363,46278,0
1364,12736,0
1365,17406,1
1366,9294,0
1367,50127,0
1368,20980,0
1369,40661,0
1370,29937,0
1371,43618,1
1372,30537,0
1373,6147,0
1374,24518,0
1375,8181,0
1376,29627,0
1377,48041,0
1378,15578,0
1379,18040,0
1380,13922,1
1381,14256,1
1382,44484,0
1383,26264,0
1384,21308,0
1385,43901,0
1386,1438,0
1387,36320,0
1388,40013,0
1389,16714,0
1390,37683,1
1391,50365,0
1392,10230,0
1393,2129,0
1394,15423,1
1395,17891,0
1396,24617,0
1397,6784,1
1398,37966,0
1399,1343,0
1400,3777,1
1401,700,0
1402,31487,0
1403,21320,0
1404,48829,0
1405,21978,0
1406,2052,1
1407,16016,0
1408,53760,0
1409,12882,0
1410,27397,0
1411,12866,0
1412,6028,0
1413,34669,0
1414,29567,1
1415,25677,0
1416,11745,1
1417,15960,0
1418,41910,0
1419,12799,1
1420,46240,1
1421,40596,1
1422,3220,0
1423,37101,0
1424,15177,0
1425,28838,0
1426,10044,0
1427,39639,0
1428,52502,0
1429,45340,1
1430,48773,0
1431,6168,0
1432,45525,1
1433,22036,0
1434,40010,0
1435,11812,0
1436,8546,0
1437,47955,0
1438,10536,0
1439,29139,0
1440,22898,0
1441,49156,1
1442,22746,0
1443,28205,0
1444,26256,0
1445,14445,0
1446,5564,0
1447,46203,0
1448,25102,0
1449,49609,0
1450,18138,0
1451,35208,1
1452,5060,0
1453,17365,0
1454,10953,0
1455,9831,0
1456,40163,1
1457,4080,0
1458,28028,0
1459,7086,1
1460,34975,0
1461,26657,0
1462,51887,0
1463,37049,0
1464,880,0
1465,18389,0
1466,50171,1
1467,385,0
1468,29131,0
1469,33364,0
1470,14139,0
1471,38101,0
1472,49799,0
1473,16684,0
1474,14925,0
1475,18522,0
1476,2981,1
1477,47458,0
1478,21189,1
1479,40315,0
1480,9215,0
1481,35480,0
1482,4017,0
1483,3977,0
1484,42644,0
1485,10975,0
1486,44412,0
1487,7557,0
1488,4452,1
1489,39166,0
1490,33122,0
1491,50085,0
1492,24038,0
1493,34423,1
1494,30895,1
1495,6880,0
1496,14440,0
1497,48186,0
1498,8533,0
1499,25770,0
1500,20567,0
1501,39427,1
1502,6499,0
1503,18066,1
1504,28422,0
1505,38120,0
1506,15698,0
1507,35365,0
1508,42031,0
1509,43103,1
1510,1807,0
1511,43131,0
1512,29815,0
1513,28637,1
1514,3487,0
1515,36779,0
1516,26225,0
1517,51858,0
1518,2027,0
1519,43826,0
1520,9361,0
1521,53155,0
1522,10896,0
1523,46338,0
1524,46513,1
1525,9403,0
1526,35841,0
1527,1900,1
1528,35179,0
1529,22314,1
1530,39990,0
1531,3290,1
1532,10541,1
1533,16993,0
1534,46683,0
1535,39113,0
1536,17736,0
1537,14035,0
1538,17856,0
1539,29004,0
1540,7876,1
1541,7627,1
1542,41688,1
1543,46689,1
1544,31167,0
1545,31021,0
1546,21971,0
1547,21463,0
1548,19348,0
1549,47607,0
1550,52109,0
1551,24844,0
1552,32809,1
1553,27477,0
1554,8184,0
1555,28790,0
1556,22365,0
1557,20758,0
1558,4401,0
1559,9500,0
1560,48907,1
1561,25527,0
1562,35367,1
1563,6264,0
1564,25325,0
1565,26300,0
1566,11351,0
1567,11014,0
1568,22128,0
1569,23479,1
1570,17329,0
1571,7432,0
1572,15890,0
1573,41006,0
1574,34386,0
1575,52530,0
1576,42922,0
1577,37768,0
1578,38998,0
1579,46764,0
1580,27933,0
1581,42998,0
1582,4916,0
1583,48134,1
1584,13398,0
1585,22141,0
1586,50387,0
1587,13135,1
1588,7283,0
1589,12446,0
1590,13365,0
1591,7784,0
1592,40953,0
1593,6114,1
1594,32782,0
1595,38431,0
1596,40328,0
1597,42372,0
1598,48475,1
1599,11039,0
1600,19014,0
1601,20776,1
1602,19050,0
1603,23873,0
1604,11213,0
1605,15368,0
1606,47477,0
1607,42804,0
1608,53070,0
1609,4625,0
1610,1914,0
1611,17572,1
1612,7500,1
1613,53440,0
1614,2656,0
1615,8323,0
1616,30823,0
1617,43010,0
1618,47452,0
1619,50562,0
1620,44065,0
1621,41359,0
1622,39379,0
1623,52792,1
1624,47219,0
1625,40244,0
1626,36046,1
1627,51073,0
1628,34441,0
1629,44804,0
1630,20496,0
1631,7996,0
1632,45468,1
1633,39078,0
1634,51712,0
1635,18221,0
1636,10760,1
1637,44470,0
1638,48235,0
1639,38497,0
1640,12274,0
1641,2634,0
1642,5027,0
1643,34050,1
1644,9901,1
1645,9634,0
1646,39344,0
1647,11370,0
1648,27568,0
1649,21756,0
1650,27351,0
1651,2266,0
1652,34126,0
1653,20933,0
1654,22277,0
1655,11139,1
1656,36000,1
1657,12931,0
1658,17308,0
1659,40120,0
1660,6498,1
1661,1028,0
1662,33559,0
1663,10003,0
1664,13084,1
1665,29791,1
1666,29317,0
1667,33626,0
1668,27248,1
1669,44332,0
1670,1386,1
1671,37959,0
1672,1920,0
1673,854,0
1674,53382,0
1675,11974,1
1676,10907,0
1677,46089,0
1678,27821,0
1679,13070,0
1680,34275,0
1681,39533,0
1682,20614,0
1683,6323,0
1684,5168,1
1685,2620,0
1686,52320,0
1687,40250,0
1688,28521,0
1689,2462,1
1690,31114,0
1691,143,0
1692,36431,0
1693,22129,0
1694,36881,0
1695,8522,0
1696,4071,0
1697,33770,0
1698,8571,1
1699,40486,0
1700,51099,0
1701,44607,0
1702,7767,0
1703,48358,1
1704,18828,0
1705,8361,0
1706,12400,0
1707,28125,0
1708,14461,0
1709,46251,0
1710,2146,0
1711,15228,1
1712,50381,0
1713,5844,1
1714,20198,1
1715,32291,0
1716,6025,0
1717,13174,0
1718,44058,0
1719,14872,0
1720,2127,0
1721,22797,0
1722,21028,0
1723,13220,0
1724,3068,0
1725,31593,1
1726,10380,0
1727,733,0
1728,31073,0
1729,13025,0
1730,19650,0
1731,48384,0
1732,49019,0
1733,11448,0
1734,47112,0
1735,46756,0
1736,39765,0
1737,18223,0
1738,38338,0
1739,12757,0
1740,15514,0
1741,53408,0
1742,21993,0
1743,12405,0
1744,35026,1
1745,1629,1
1746,46773,0
1747,50655,1
1748,31151,0
1749,32682,0
1750,26531,0
1751,40610,0
1752,16488,0
1753,34481,0
1754,1234,0
1755,28497,0
1756,3173,0
1757,51515,1
1758,34734,0
1759,32891,0
1760,18213,1
1761,24123,0
1762,2651,0
1763,38675,1
1764,15171,0
1765,33669,0
1766,20679,0
1767,34396,0
1768,11770,1
1769,52998,0
1770,5044,0
1771,3497,0
1772,7227,0
1773,12275,0
1774,5581,0
1775,38686,1
1776,2169,0
1777,52,0
1778,36539,0
1779,15498,0
1780,38307,0
1781,17966,0
1782,17910,0
1783,46561,1
1784,13144,0
1785,30081,0
1786,7006,0
1787,49312,0
1788,699,0
1789,47946,0
1790,45795,0
1791,40537,1
1792,28568,0
1793,8057,0
1794,18727,1
1795,37667,0
1796,37938,0
1797,7120,0
1798,50900,0
1799,17321,0
1800,26071,0
1801,51847,0
1802,13695,0
1803,21351,0
1804,51766,0
1805,11284,0
1806,43637,1
1807,44173,1
1808,45156,0
1809,12437,0
1810,1971,1
1811,27626,0
1812,48523,1
1813,24507,1
1814,52761,0
1815,42330,0
1816,49943,1
1817,52142,0
1818,46287,0
1819,44834,0
1820,24938,0
1821,36741,1
1822,5372,0
1823,35486,0
1824,41857,0
1825,48684,0
1826,45933,0
1827,20228,1
1828,15454,0
1829,34567,0
1830,53447,0
1831,24429,0
1832,40839,0
1833,23635,0
1834,27551,0
1835,16033,0
1836,40147,0
1837,16642,1
1838,17028,0
1839,5246,0
1840,16116,0
1841,7753,0
1842,29106,1
1843,51448,0
1844,44956,1
1845,37299,0
1846,47593,0
1847,24416,1
1848,12396,0
1849,46878,0
1850,35624,0
1851,50005,0
1852,9242,0
1853,30805,0
1854,49727,1
1855,43810,0
1856,37739,0
1857,52494,0
1858,42902,0
1859,18219,0
1860,37319,1
1861,45314,0
1862,28246,1
1863,35234,0
1864,22874,0
1865,19897,1
1866,18865,1
1867,27881,0
1868,11073,0
1869,22206,0
1870,3879,0
1871,31113,1
1872,30743,0
1873,41784,0
1874,43858,0
1875,46002,0
1876,17965,1
